TIMMI.2003-09-06T06:05:27.629,,TIMMI2,MARS
TIMMI.2003-09-06T06:06:10.785,,TIMMI2,MARS
TIMMI.2003-09-06T06:07:34.844,,TIMMI2,MARS
TIMMI.2003-09-06T06:08:44.796,,TIMMI2,MARS
TIMMI.2003-09-06T06:09:17.285,,TIMMI2,MARS
TIMMI.2003-09-06T06:10:12.670,,TIMMI2,MARS
TIMMI.2003-09-06T06:10:53.984,,TIMMI2,MARS
TIMMI.2003-09-06T06:11:46.814,IMAGE,TIMMI2,MARS
TIMMI.2003-09-06T06:19:42.042,,TIMMI2,MARS
TIMMI.2003-09-06T06:20:40.931,,TIMMI2,MARS
TIMMI.2003-09-06T06:27:40.961,,TIMMI2,MARS
TIMMI.2003-09-06T06:41:46.977,,TIMMI2,MARS
TIMMI.2003-09-06T06:43:41.934,,TIMMI2,MARS
TIMMI.2003-09-06T06:45:14.932,IMAGE,TIMMI2,MARS
TIMMI.2003-09-06T06:45:43.677,,TIMMI2,MARS
TIMMI.2003-09-06T06:46:25.609,,TIMMI2,MARS
TIMMI.2003-09-06T06:47:54.467,,TIMMI2,MARS
TIMMI.2003-09-06T06:49:35.605,,TIMMI2,MARS
TIMMI.2003-09-06T06:52:14.092,,TIMMI2,MARS
TIMMI.2003-09-06T06:52:28.057,,TIMMI2,MARS
TIMMI.2003-09-06T05:34:11.578,,TIMMI2,MARS
TIMMI.2003-09-06T05:45:05.312,,TIMMI2,MARS
TIMMI.2003-09-06T05:52:40.988,,TIMMI2,MARS
TIMMI.2003-09-06T05:54:36.024,,TIMMI2,MARS
TIMMI.2003-09-06T05:34:25.373,,TIMMI2,MARS
TIMMI.2003-09-06T05:39:43.719,IMAGE,TIMMI2,MARS
TIMMI.2003-09-06T05:41:10.073,,TIMMI2,MARS
TIMMI.2003-09-06T05:45:37.281,,TIMMI2,MARS
TIMMI.2003-09-06T05:47:59.465,,TIMMI2,MARS
TIMMI.2003-09-06T05:53:09.819,IMAGE,TIMMI2,MARS
TIMMI.2003-09-06T05:56:16.123,,TIMMI2,MARS
TIMMI.2003-09-06T05:59:52.265,,TIMMI2,MARS
TIMMI.2003-09-06T06:03:31.352,,TIMMI2,MARS
